Study,Author,Biome,Ecosystem_type,Ecosystem_state,Study_midyear,YearsOfData,CO2_method,Rs_annual,LU_AT,LU_AP,LU_MAT,LU_MAP,LU_LAI,LU_NDEP,T_anomaly,P_anomaly
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,136,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,144,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,143,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,227,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,170,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,176,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,354,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,374,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,292,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,225,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,186,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Unmanaged,1992,1,IRGA,385,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,287,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,618,3.34,617.6,2.49,610.81,4.5,248.880005,0.85,6.79
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,178,3.93,678.2,3.03,592,4.8,845.280029,0.9,86.2
1116,Silvola,Boreal,Wetland,Natural,1992,1,IRGA,183,2.73,750.1,1.61,660.07,4.4,248.880005,1.12,90.03
3811,Elberling,Boreal,Shrubland,Natural,2004.5,1.3,IRGA,152,-4.66,276.6,-7.24,345.74,0.2,39.189999,2.58,-69.14
3811,Elberling,Boreal,Shrubland,Natural,2004.5,1.3,IRGA,103,-4.66,276.6,-7.24,345.74,0.2,39.189999,2.58,-69.14
3811,Elberling,Boreal,Shrubland,Natural,2004.5,1.3,IRGA,176,-4.66,276.6,-7.24,345.74,0.2,39.189999,2.58,-69.14
3315,Domisch,Boreal,Forest,Natural,2004.5,1,IRGA,1040,2.93,622.95,1.65,630.41,4.9,248.880005,1.28,-7.46
1656,Morén,Boreal,Forest,Natural,1996,1,IRGA,1036,3.76,510.3,4.42,558.52,4.5,775.47998,-0.66,-48.22
3401,Kane,Boreal,Forest,Natural,2004,1,IRGA,360,-1.77,241.4,-3.61,314.11,3.2,35.709999,1.84,-72.71
3401,Kane,Boreal,Forest,Natural,2004,1,IRGA,739,-1.77,241.4,-3.61,314.11,3.2,35.709999,1.84,-72.71
3636,Uvarov,Temperate,Forest,Natural,2000.5,1,IRGA,444,10.645,1063.1,9.26,940.89,3.7,1890.569946,1.385,122.21
3320,Elberling,Boreal,Shrubland,Natural,2003,1,IRGA,20,-17.64,169.1,-17.29,203.93,0,1.54,-0.35,-34.83
1654,Mielnick,Temperate,Grassland,Natural,1993,1,IRGA,1600,18.43,937.1,19.28,860.11,3.7,906.23999,-0.85,76.99
1654,Mielnick,Temperate,Grassland,Natural,1994,1,IRGA,1300,19.19,873.3,19.28,860.11,3.7,906.23999,-0.09,13.19
1654,Mielnick,Temperate,Grassland,Natural,1995,1,IRGA,1200,18.89,688.9,19.28,860.11,3.7,906.23999,-0.39,-171.21
1654,Mielnick,Temperate,Grassland,Natural,1996,1,IRGA,1000,19.11,781.2,19.28,860.11,3.7,906.23999,-0.17,-78.91
1654,Mielnick,Temperate,Grassland,Natural,1997,1,IRGA,2100,18.11,1151.7,19.28,860.11,3.7,906.23999,-1.17,291.59
1654,Mielnick,Temperate,Grassland,Natural,1998,1,IRGA,1500,19.95,1016.2,19.28,860.11,3.7,906.23999,0.67,156.09
1679,Rayment,Boreal,Forest,Natural,1996,1,IRGA,896,-1.22,420.3,0.27,437.29,4.9,381.380005,-1.49,-16.99
2001,Frank,Temperate,Grassland,Natural,1998,1,IRGA,814,7.36,579.4,5.38,416.04,3.7,699.130005,1.98,163.36
1953,Borken,Temperate,Forest,Managed,1998,2,Gas chromotography,510,8.5325,1049.875,8.12,923.89,4,2100.72998,0.4125,125.985
1953,Borken,Temperate,Forest,Managed,1998,2,Gas chromotography,420,8.985,693.625,8.37,683.28,4,2100.72998,0.615,10.345
1953,Borken,Temperate,Forest,Managed,1999,2,Gas chromotography,500,9.055,1009.025,8.12,923.89,4,2100.72998,0.935,85.135
1953,Borken,Temperate,Forest,Managed,1999,2,Gas chromotography,400,9.55,664.325,8.37,683.28,4,2100.72998,1.18,-18.955
1762,Coble,Temperate,Forest,Managed,1996,1,IRGA,240,5.58,329.5,7.2,377.85,2.2,179.020004,-1.62,-48.35
1762,Coble,Temperate,Forest,Managed,1996,1,IRGA,340,5.58,329.5,7.2,377.85,2.2,179.020004,-1.62,-48.35
1762,Coble,Temperate,Forest,Managed,1996,1,IRGA,530,5.58,329.5,7.2,377.85,2.2,179.020004,-1.62,-48.35
1762,Coble,Temperate,Forest,Managed,1996,1,IRGA,560,5.58,329.5,7.2,377.85,2.2,179.020004,-1.62,-48.35
3675,Jiabing,Temperate,Forest,Natural,2003,1,IRGA,1017,2.73,706.2,1.55,776.12,3.9,446.850006,1.18,-69.92
2537,Bowden,Temperate,Forest,Natural,1988.5,1,Gas chromotography,482,7.775,1061.4,7.7,1083.22,4,756.47998,0.075,-21.82
2537,Bowden,Temperate,Forest,Natural,1988.5,1,Gas chromotography,430,7.775,1061.4,7.7,1083.22,4,756.47998,0.075,-21.82
2537,Bowden,Temperate,Forest,Natural,1989.5,1,Gas chromotography,534,8.16,1219.25,7.7,1083.22,4,756.47998,0.46,136.03
2537,Bowden,Temperate,Forest,Natural,1989.5,1,Gas chromotography,481,8.16,1219.25,7.7,1083.22,4,756.47998,0.46,136.03
1500,Ohashi,Temperate,Forest,Managed,1994,1,IRGA,1860,17.37,955.9,16.52,1840.1,3.1,833.049988,0.85,-884.2
1500,Ohashi,Temperate,Forest,Managed,1995,1,IRGA,1830,16.11,1846.3,16.52,1840.1,3.1,833.049988,-0.41,6.2
1500,Ohashi,Temperate,Forest,Managed,1996,1,IRGA,2170,16.39,1745.4,16.52,1840.1,3.1,833.049988,-0.13,-94.7
2940,Gough,Temperate,Forest,Managed,2002,1.5,IRGA,1670,18.0675,1298.1,17.37,1286.87,4,720.690002,0.6975,11.23
2940,Gough,Temperate,Forest,Managed,2002,1.5,IRGA,1290,18.0675,1298.1,17.37,1286.87,4,720.690002,0.6975,11.23
2940,Gough,Temperate,Forest,Managed,2002,1.5,IRGA,1320,18.0675,1298.1,17.37,1286.87,4,720.690002,0.6975,11.23
2940,Gough,Temperate,Forest,Managed,2000,1.5,IRGA,760,13.7375,969.325,13.78,1073.68,4.4,1312.290039,-0.0425,-104.355
2940,Gough,Temperate,Forest,Managed,2000,1.5,IRGA,1110,13.7375,969.325,13.78,1073.68,4.4,1312.290039,-0.0425,-104.355
2940,Gough,Temperate,Forest,Managed,2000,1.5,IRGA,1230,13.7375,969.325,13.78,1073.68,4.4,1312.290039,-0.0425,-104.355
3211,Zerva,Temperate,Forest,Managed,2000.5,1.5,Gas chromotography,230,8.03,711.9,7.82,849.77,3,608.73999,0.21,-137.87
3211,Zerva,Temperate,Forest,Managed,2000.5,1.5,Gas chromotography,220,8.03,711.9,7.82,849.77,3,608.73999,0.21,-137.87
3211,Zerva,Temperate,Forest,Managed,2000.5,1.5,Gas chromotography,540,8.03,711.9,7.82,849.77,3,608.73999,0.21,-137.87
3211,Zerva,Temperate,Forest,Managed,2000.5,1.5,Gas chromotography,500,8.03,711.9,7.82,849.77,3,608.73999,0.21,-137.87
3211,Zerva,Temperate,Grassland,Natural,2000.5,1.5,Gas chromotography,1420,8.03,711.9,7.82,849.77,3,608.73999,0.21,-137.87
1118,Simmons,Temperate,Forest,Natural,1993.5,1.5,Gas chromotography,478,5.44,998.35,5.51,1034.19,3.9,768.460022,-0.07,-35.84
1207,Mallik,Boreal,Forest,Natural,1994,1,IRGA,670,1.53,778.7,1.44,793.76,5,335.230011,0.09,-15.06
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,730,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,560,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,810,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,710,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,830,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1292,Davidson,Temperate,Forest,Natural,1995.5,1,IRGA,720,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1518,Soegaard,Boreal,Shrubland,Natural,1996,1,IRGA,103,-11.43,236.3,-13.53,222.56,0,27.530001,2.1,13.74
1629,Law,Temperate,Forest,Natural,1996,1,IRGA,683,3.11,1661.6,2.98,1068.61,2.6,201.529999,0.13,592.99
1629,Law,Temperate,Forest,Natural,1997,1,IRGA,773,3.28,1046.9,2.98,1068.61,2.6,201.529999,0.3,-21.71
1635,Longdoz,Temperate,Forest,Unmanaged,1997.5,1,IRGA,537,7.45,1002.55,7.07,985.41,3.6,1862.900024,0.38,17.14
1635,Longdoz,Temperate,Forest,Unmanaged,1997.5,1,IRGA,973,7.45,1002.55,7.07,985.41,3.6,1862.900024,0.38,17.14
1755,Burkins,Boreal,Shrubland,Natural,1996,4,IRGA,38,-23.26125,193.825,-22.29,207.31,0,1.54,-0.97125,-13.485
4159,Yi,Tropical,Forest,Natural,2001,1,IRGA,1142,22.07,2245,21.84,1671.72,4.1,715.049988,0.23,573.28
4159,Yi,Tropical,Forest,Natural,2001,1,IRGA,1026,22.07,2245,21.84,1671.72,4.1,715.049988,0.23,573.28
4159,Yi,Tropical,Forest,Natural,2001,1,IRGA,1040,22.07,2245,21.84,1671.72,4.1,715.049988,0.23,573.28
2833,Wiseman,Temperate,Forest,Managed,2000,1,IRGA,651,13.24,892.4,13.01,1027.67,4.4,1312.290039,0.23,-135.27
2833,Wiseman,Temperate,Forest,Managed,2000,1,IRGA,976,13.24,892.4,13.01,1027.67,4.4,1312.290039,0.23,-135.27
2833,Wiseman,Temperate,Forest,Managed,2000,1,IRGA,1075,13.24,892.4,13.01,1027.67,4.4,1312.290039,0.23,-135.27
2833,Wiseman,Temperate,Forest,Managed,2000,1,IRGA,1097,13.24,892.4,13.01,1027.67,4.4,1312.290039,0.23,-135.27
2780,Sotta,Tropical,Forest,Natural,1997,1,IRGA,2441,26.47,3036.2,26.2,2926.2,6,136.610001,0.27,110
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1880,24.405,2030.4,24.69,1767.25,2,246.259995,-0.285,263.15
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1710,24.405,2030.4,24.69,1767.25,2,246.259995,-0.285,263.15
2756,Salimon,Tropical,Grassland,Managed,1999.5,1,IRGA,1840,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1830,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1540,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1350,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1490,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Grassland,Managed,1999.5,1,IRGA,2620,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Managed,1999.5,1,IRGA,1690,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1730,25.305,2046.25,25.57,1839.85,6,347.109985,-0.265,206.4
2756,Salimon,Tropical,Grassland,Managed,1999.5,1,IRGA,2280,24.405,2030.4,24.69,1767.25,4.7,246.259995,-0.285,263.15
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1690,24.405,2030.4,24.69,1767.25,4.7,246.259995,-0.285,263.15
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1470,24.405,2030.4,24.69,1767.25,4.7,246.259995,-0.285,263.15
2756,Salimon,Tropical,Grassland,Managed,1999.5,1,IRGA,2750,24.405,2030.4,24.69,1767.25,4.9,246.259995,-0.285,263.15
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1510,24.405,2030.4,24.69,1767.25,4.9,246.259995,-0.285,263.15
2756,Salimon,Tropical,Forest,Natural,1999.5,1,IRGA,1770,24.405,2030.4,24.69,1767.25,4.9,246.259995,-0.285,263.15
1800,Janssens,Temperate,Forest,Natural,1996.5,2,IRGA,625,6.64,1030.65,6.23,1254.17,3,808.909973,0.41,-223.52
1800,Janssens,Temperate,Forest,Natural,1996.5,2,IRGA,1675,12.945,737.3,11.89,741.96,3.9,1017.340027,1.055,-4.66
1931,Xu,Temperate,Forest,Managed,1998.5,1.3,IRGA,1446,11.65,1223.95,12.51,980.83,2.9,538.330017,-0.86,243.12
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,489,8.3,1162.5,8.12,923.89,4,2100.72998,0.18,238.61
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,512,8.3,1162.5,8.12,923.89,4,2100.72998,0.18,238.61
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,515,8.3,1162.5,8.12,923.89,4,2100.72998,0.18,238.61
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,594,8.8,793.7,8.37,683.28,4,2100.72998,0.43,110.42
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,420,8.8,793.7,8.37,683.28,4,2100.72998,0.43,110.42
1954,Borken,Temperate,Forest,Natural,1998,1,IRGA,539,8.8,793.7,8.37,683.28,4,2100.72998,0.43,110.42
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,532,9.22,952,8.12,923.89,4,2100.72998,1.1,28.11
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,508,9.22,952,8.12,923.89,4,2100.72998,1.1,28.11
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,543,9.22,952,8.12,923.89,4,2100.72998,1.1,28.11
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,578,9.76,612.3,8.37,683.28,4,2100.72998,1.39,-70.98
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,396,9.76,612.3,8.37,683.28,4,2100.72998,1.39,-70.98
1954,Borken,Temperate,Forest,Natural,1999,1,IRGA,517,9.76,612.3,8.37,683.28,4,2100.72998,1.39,-70.98
3429,Kucharik,Temperate,Grassland,Natural,2002,1,IRGA,1181,8.71,691.4,7.55,800.76,4,2128.149902,1.16,-109.36
3429,Kucharik,Temperate,Grassland,Natural,2002,1,IRGA,1331,8.71,691.4,7.55,800.76,4,2128.149902,1.16,-109.36
3429,Kucharik,Temperate,Grassland,Natural,2003,1,IRGA,1174,7.75,790.3,7.55,800.76,4,2128.149902,0.2,-10.46
3429,Kucharik,Temperate,Grassland,Natural,2003,1,IRGA,1387,7.75,790.3,7.55,800.76,4,2128.149902,0.2,-10.46
3429,Kucharik,Temperate,Grassland,Natural,2004,1,IRGA,1386,8.31,965.3,7.55,800.76,4,2128.149902,0.76,164.54
3429,Kucharik,Temperate,Grassland,Natural,2004,1,IRGA,1510,8.31,965.3,7.55,800.76,4,2128.149902,0.76,164.54
2197,Yim,Temperate,Forest,Natural,1999,1,IRGA,796,13.67,1665.6,13.37,1580.59,3.8,717.609985,0.3,85.01
2197,Yim,Temperate,Forest,Natural,1999,1,IRGA,943,13.67,1665.6,13.37,1580.59,3.8,717.609985,0.3,85.01
2251,DeLucia,Temperate,Forest,Natural,2001,1,IRGA,908,11.51,4259.7,11.43,4714.86,4.1,234.449997,0.08,-455.16
2283,Giardina,Tropical,Forest,Managed,1997,1,IRGA,2200,17.22,3682.9,16.67,3845.87,2,29.16,0.55,-162.97
2283,Giardina,Tropical,Forest,Managed,1999,3,IRGA,1550,16.11666667,3440.2,16.67,3845.87,2,29.16,-0.553333333,-405.67
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1123,7.9,1089,7.64,1174.74,5,617.179993,0.26,-85.74
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1123,7.9,1089,7.64,1174.74,5,617.179993,0.26,-85.74
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1070,7.9,1089,7.64,1174.74,5,617.179993,0.26,-85.74
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1109,7.9,1089,7.64,1174.74,5,617.179993,0.26,-85.74
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1246,12.29,1243.6,11.86,1298.31,3.4,1431.939941,0.43,-54.71
2326,Kang,Temperate,Forest,Unmanaged,2000,1,IRGA,1107,9.83,1295.5,9.13,1467.46,4.3,1431.939941,0.7,-171.96
2369,Litton,Temperate,Forest,Natural,2000,1,IRGA,156,0.46,450.6,-0.18,478.83,3.6,179.020004,0.64,-28.23
2369,Litton,Temperate,Forest,Natural,2000,1,IRGA,303,0.46,450.6,-0.18,478.83,3.6,179.020004,0.64,-28.23
2369,Litton,Temperate,Forest,Natural,2000,1,IRGA,351,0.46,450.6,-0.18,478.83,3.6,179.020004,0.64,-28.23
2369,Litton,Temperate,Forest,Natural,2000,1,IRGA,460,0.46,450.6,-0.18,478.83,3.6,179.020004,0.64,-28.23
2412,Pumpanen,Boreal,Forest,Managed,1998,1,IRGA,850,2.92,586.5,3.03,592,5,845.280029,-0.11,-5.5
2412,Pumpanen,Boreal,Forest,Managed,1999,1,IRGA,907,3.8,583.9,3.03,592,5,845.280029,0.77,-8.1
2541,Burton,Temperate,Forest,Natural,1999,1,IRGA,1071,6.07,753.6,5.08,752.7,4.5,1679.310059,0.99,0.9
2541,Burton,Temperate,Forest,Natural,1999,1,IRGA,1071,7.03,699.7,5.19,769.96,4,1202.319946,1.84,-70.26
2541,Burton,Temperate,Forest,Natural,1999,1,IRGA,1071,7.91,760.2,6.77,829.77,4.1,1202.319946,1.14,-69.57
2541,Burton,Temperate,Forest,Natural,1999,1,IRGA,1071,8.81,921.8,8.14,892.17,4.2,1202.319946,0.67,29.63
2541,Burton,Temperate,Forest,Natural,2001,1,IRGA,1071,6.02,593.5,5.08,752.7,4.5,1679.310059,0.94,-159.2
2541,Burton,Temperate,Forest,Natural,2001,1,IRGA,1071,6.89,758.5,5.19,769.96,4,1202.319946,1.7,-11.46
2541,Burton,Temperate,Forest,Natural,2001,1,IRGA,1071,8.01,602.3,6.77,829.77,4.1,1202.319946,1.24,-227.47
2541,Burton,Temperate,Forest,Natural,2001,1,IRGA,1071,9.1,901.7,8.14,892.17,4.2,1202.319946,0.96,9.53
2585,Epron,Tropical,Forest,Managed,2001,1,IRGA,1325,25.24,982.3,24.56,1340.77,3.8,212.25,0.68,-358.47
986,Piñol,Temperate,Forest,Unmanaged,1991,1,IRGA,1069,13.35,429.7,13.39,461.59,2.1,578.340027,-0.04,-31.89
986,Piñol,Temperate,Forest,Unmanaged,1991,1,IRGA,657,13.35,429.7,13.39,461.59,2.1,578.340027,-0.04,-31.89
986,Piñol,Temperate,Forest,Unmanaged,1991,1,IRGA,727,12.19,990.7,12.59,832.89,2.6,578.340027,-0.4,157.81
1028,Chapman,Temperate,Wetland,Natural,1991.5,1,IRGA,463,7.805,680.1,7.92,698.01,3.1,1229.719971,-0.115,-17.91
1028,Chapman,Temperate,Wetland,Natural,1991.5,1,IRGA,354,7.805,680.1,7.92,698.01,3.1,1229.719971,-0.115,-17.91
1028,Chapman,Temperate,Wetland,Natural,1991.5,1,IRGA,310,6.405,845.9,6.27,838.18,3,453.839996,0.135,7.72
1028,Chapman,Temperate,Forest,Managed,1991.5,1,IRGA,783,6.405,845.9,6.27,838.18,3,453.839996,0.135,7.72
1099,Paludan,Temperate,Wetland,Unmanaged,1993.5,1,Gas chromotography,229,7.39,402.85,7.14,715.99,3.9,1814.26001,0.25,-313.14
1099,Paludan,Temperate,Wetland,Unmanaged,1993.5,1,Gas chromotography,98,7.39,402.85,7.14,715.99,3.9,1814.26001,0.25,-313.14
1432,Dugas,Temperate,Grassland,Natural,1993,1,IRGA,1032,18.43,937.1,19.28,860.11,3.7,906.23999,-0.85,76.99
1432,Dugas,Temperate,Grassland,Natural,1994,1,IRGA,645,19.19,873.3,19.28,860.11,3.7,906.23999,-0.09,13.19
1249,Vose,Temperate,Forest,Managed,1993,2,IRGA,478,12.47,1203.025,12.51,980.83,2.4,538.330017,-0.04,222.195
1271,Boone,Temperate,Forest,Natural,1994.5,1,IRGA,932,6.655,1152.45,7.7,1083.22,4.1,756.47998,-1.045,69.23
1297,Edwards,Temperate,Forest,Managed,1995,1,IRGA,276,11.58,1375.3,11.06,1327.64,4.1,1388.01001,0.52,47.66
1297,Edwards,Temperate,Forest,Managed,1995,1,IRGA,265,11.58,1375.3,11.06,1327.64,4.1,1388.01001,0.52,47.66
1297,Edwards,Temperate,Forest,Managed,1996,1,IRGA,276,10.62,1447.2,11.06,1327.64,4.1,1388.01001,-0.44,119.56
1297,Edwards,Temperate,Forest,Managed,1996,1,IRGA,284,10.62,1447.2,11.06,1327.64,4.1,1388.01001,-0.44,119.56
1405,Wagai,Temperate,Grassland,Natural,1995,1,IRGA,719,8.15,889.4,7.55,800.76,4,1679.310059,0.6,88.64
1421,Borken,Temperate,Forest,Managed,1993,1,Gas chromotography,302,7.78,969.7,8.12,923.89,4,2100.72998,-0.34,45.81
1421,Borken,Temperate,Forest,Managed,1994,1,Gas chromotography,313,9.04,1149.7,8.12,923.89,4,2100.72998,0.92,225.81
1441,Moncrieff,Temperate,Forest,Managed,1995.5,1,IRGA,1440,20.005,1204.5,20.18,1217.88,4,440.640015,-0.175,-13.38
1582,Davidson,Tropical,Forest,Natural,1995.5,1.3,IRGA,2000,25.81,2446.25,25.17,2098.34,3.9,331.850006,0.64,347.91
1582,Davidson,Tropical,Forest,Natural,1995.5,1.3,IRGA,1800,25.81,2446.25,25.17,2098.34,3.9,331.850006,0.64,347.91
1582,Davidson,Tropical,Grassland,Managed,1995.5,1.3,IRGA,1500,25.81,2446.25,25.17,2098.34,3.9,331.850006,0.64,347.91
1582,Davidson,Tropical,Grassland,Managed,1995.5,1.3,IRGA,1000,25.81,2446.25,25.17,2098.34,3.9,331.850006,0.64,347.91
2382,McCarron,Temperate,Grassland,Natural,2000,2,IRGA,1593,12.785,770.65,12.64,826.14,3.7,1113.040039,0.145,-55.49
2382,McCarron,Temperate,Grassland,Natural,2000,2,IRGA,1304,12.785,770.65,12.64,826.14,3.7,1113.040039,0.145,-55.49
1871,Pilegaard,Temperate,Forest,Natural,1996.5,1,IRGA,368,7.195,404.9,7.98,588.8,4,1814.26001,-0.785,-183.9
1871,Pilegaard,Temperate,Forest,Natural,1997.5,1,IRGA,457,7.845,462.35,7.98,588.8,4,1814.26001,-0.135,-126.45
1876,Priess,Tropical,Forest,Natural,1990.5,1,Gas chromotography,1024,18.28,1503.3,17.89,1580.69,1.9,267.130005,0.39,-77.39
1876,Priess,Tropical,Forest,Natural,1990.5,1,Gas chromotography,1241,18.28,1503.3,17.89,1580.69,1.9,267.130005,0.39,-77.39
1876,Priess,Tropical,Forest,Natural,1990.5,1,Gas chromotography,896,18.28,1503.3,17.89,1580.69,1.9,267.130005,0.39,-77.39
3978,McCulley,Tropical,Savanna,Unmanaged,1996.5,1.3,IRGA,786,22.01,549.6,21.81,694.28,2.3,492.339996,0.2,-144.68
3978,McCulley,Tropical,Savanna,Unmanaged,1996.5,1.3,IRGA,707,22.01,549.6,21.81,694.28,2.3,492.339996,0.2,-144.68
3978,McCulley,Tropical,Savanna,Unmanaged,1996.5,1.3,IRGA,896,22.01,549.6,21.81,694.28,2.3,492.339996,0.2,-144.68
3978,McCulley,Tropical,Savanna,Unmanaged,1996.5,1.3,IRGA,876,22.01,549.6,21.81,694.28,2.3,492.339996,0.2,-144.68
1980,Curtis,Temperate,Forest,Natural,1995,6,IRGA,950,14.81916667,1375.691667,14.56,1283.2,3.8,1388.01001,0.259166667,92.49166667
1980,Curtis,Temperate,Forest,Natural,1995.5,1,IRGA,1207,11.14,1153.9,11.26,1095.79,4,2089.330078,-0.12,58.11
1980,Curtis,Temperate,Forest,Natural,1995.5,1,IRGA,800,6.855,1205.8,7.7,1083.22,4.1,756.47998,-0.845,122.58
1980,Curtis,Temperate,Forest,Natural,1995.5,1,IRGA,1132,5.105,867.2,5.19,769.96,4,1202.319946,-0.085,97.24
1980,Curtis,Temperate,Forest,Natural,1995.5,1,IRGA,810,3.775,891.9,4.98,833.31,4.1,1679.310059,-1.205,58.59
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,2210,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,1350,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,2200,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,2600,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,1900,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
1987,Drewitt,Temperate,Forest,Natural,2000,1,IRGA,1260,3.88,1048.8,4.03,1475.68,5.6,368.100006,-0.15,-426.88
815,Tate,Temperate,Grassland,Natural,1991,1,Gas chromotography,1613,13.82,644.6,12.64,826.14,3.7,1113.040039,1.18,-181.54
815,Tate,Temperate,Grassland,Natural,1991,1,Gas chromotography,1384,13.82,644.6,12.64,826.14,3.7,1113.040039,1.18,-181.54
815,Tate,Temperate,Grassland,Natural,1991,1,Gas chromotography,1314,13.82,644.6,12.64,826.14,3.7,1113.040039,1.18,-181.54
815,Tate,Temperate,Grassland,Natural,1991,1,Gas chromotography,906,13.82,644.6,12.64,826.14,3.7,1113.040039,1.18,-181.54
1154,Buchmann,Tropical,Forest,Natural,1994.5,1,IRGA,1923,26.315,2606.4,26.21,2787.41,4.4,148.289993,0.105,-181.01
1338,Knapp,Temperate,Grassland,Natural,1995,2,IRGA,144,12.4975,901.15,12.64,826.14,3.7,1113.040039,-0.1425,75.01
1338,Knapp,Temperate,Grassland,Natural,1995,2,IRGA,128,12.4975,901.15,12.64,826.14,3.7,1113.040039,-0.1425,75.01
